delivery_id,driver_no,delivery_distance_meters,delivery_status,order_id,channel_id,payment_status,shipping_weight,Warehouse_block,Warehouse_city,place_of_dispatch,place_of_loading,place_of_discharge,post_place_of_discharge,place_of_dispatch_date,place_of_loading_date,place_of_discharge_date,post_place_of_discharge_date,predicted_delivered_date,last_tracked_with_vessel
2189675,6131,2146,DELIVERED,1994cbdebb3,5,PAID,1052,A,Birmingham,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Long Beach, California, United States","Dallas, Texas, United States",07/11/2021,23/11/2021,17/12/2021,23/12/2021,28/12/2021,22/12/2021
2189676,9827,847,DELIVERED,d996029e1dc,5,PAID,1866,B,San Jose,"Shekou, Guangdong Sheng, China","Shekou, Guangdong Sheng, China","Long Beach, California, United States","Long Beach, California, United States",11/10/2021,19/10/2021,18/11/2021,17/12/2021,21/12/2021,14/01/2022
2189679,11857,2890,DELIVERED,9593c2ad700,5,PAID,1228,C,Boston,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Los Angeles, California, United States","Dallas, Texas, United States",26/10/2021,31/10/2021,21/12/2021,27/12/2021,29/12/2021,28/12/2021
2189682,20973,328,DELIVERED,271860132bd,5,PAID,1361,B,San Jose,"Chattogram, Chittagong, Bangladesh","Chattogram, Chittagong, Bangladesh","Los Angeles, California, United States","Dallas, Texas, United States",14/12/2021,18/12/2021,16/03/2022,,02/04/2022,16/02/2022
2189685,25651,5570,DELIVERED,19a1d8a9f12,5,PAID,1638,D,New York,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",25/10/2021,26/10/2021,25/12/2021,28/12/2021,29/12/2021,28/12/2021
2189693,15898,1798,DELIVERED,8ec5df78257,5,PAID,1876,B,San Jose,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Cai Mep, Tinh Ba Ria-Vung Tau, Vietnam","Long Beach, California, United States","Gainesville, Texas, United States",15/08/2021,24/08/2021,22/09/2021,29/09/2021,03/10/2021,30/09/2021
2189694,26332,3765,DELIVERED,f9566ee0984,5,PAID,1433,A,Birmingham,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Cai Mep, Tinh Ba Ria-Vung Tau, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",03/08/2021,10/08/2021,08/09/2021,12/09/2021,15/09/2021,14/09/2021
2189695,15898,2557,DELIVERED,2cd2f8c8e69,5,PAID,1400,B,San Jose,,"Bangkok, Bangkok, Thailand","Busan, Busan, South Korea",,29/07/2005,29/07/2005,08/08/2005,,,17/09/2021
2189698,27953,2459,DELIVERED,d00d41d5d80,5,PAID,1956,C,Boston,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Long Beach, California, United States","Dallas, Texas, United States",28/08/2021,28/08/2021,17/09/2021,22/09/2021,23/09/2021,21/09/2021
2189699,9654,404,DELIVERED,a219efed4cd,5,PAID,2000,B,San Jose,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Houston, Texas, United States","Houston, Texas, United States",08/07/2021,16/07/2021,10/09/2021,01/01/1900,27/09/2021,11/09/2021
2189700,6161,1525,DELIVERED,188edc000ab,5,PAID,10343,D,New York,"Shanghai Hongqiao International, Shanghai Shi, China","Shanghai Hongqiao International, Shanghai Shi, China","Oakland, California, United States","Dallas, Texas, United States",21/12/2021,23/12/2021,19/02/2022,25/02/2022,01/03/2022,16/02/2022
2189702,7761,2653,DELIVERED,1a39f0c8937,5,PAID,5044,B,San Jose,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Houston, Texas, United States","Houston, Texas, United States",21/12/2021,29/12/2021,07/02/2022,01/01/1900,12/02/2022,08/02/2022
2189704,25224,4428,DELIVERED,135f4559663,5,PAID,4108,A,Birmingham,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",12/12/2021,17/12/2021,04/01/2022,14/01/2022,14/01/2022,11/01/2022
2189708,29077,3120,DELIVERED,78f8b1924c0,5,PAID,4919,B,San Jose,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Oakland, California, United States","Dallas, Texas, United States",10/12/2021,12/12/2021,19/02/2022,25/02/2022,01/03/2022,16/02/2022
2189710,29555,2672,DELIVERED,99d5bc21a6f,5,PAID,5354,C,Boston,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Cai Mep, Tinh Ba Ria-Vung Tau, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",04/12/2021,12/12/2021,15/01/2022,23/01/2022,25/01/2022,22/01/2022
2189714,28341,3584,DELIVERED,4e16f40faaa,5,PAID,5979,B,San Jose,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",28/12/2021,30/12/2021,08/02/2022,20/02/2022,24/02/2022,18/02/2022
2189715,6161,1602,DELIVERED,5b8f7dea1b0,5,PAID,5909,D,New York,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",15/11/2021,23/11/2021,11/12/2021,21/12/2021,23/12/2021,22/12/2021
2189716,6536,319,DELIVERED,bf1b5a65175,5,PAID,5039,B,San Jose,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Houston, Texas, United States","Houston, Texas, United States",20/12/2021,29/12/2021,08/02/2022,01/01/1900,12/02/2022,08/02/2022
2189717,6161,1415,DELIVERED,72b43dc118c,10,PAID,10431,A,Birmingham,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Houston, Texas, United States","Houston, Texas, United States",21/12/2021,29/12/2021,07/02/2022,01/01/1900,12/02/2022,08/02/2022
2189718,26300,5469,DELIVERED,157713297fc,5,PAID,9668,B,San Jose,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Houston, Texas, United States","Houston, Texas, United States",16/12/2021,22/12/2021,03/02/2022,01/01/1900,07/02/2022,04/02/2022
2189719,,2239,CANCELLED,2a99cca15f3,5,PAID,4143,C,Boston,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Los Angeles, California, United States","Dallas, Texas, United States",25/10/2021,29/10/2021,21/12/2021,28/12/2021,30/12/2021,28/12/2021
2189720,2674,2034,DELIVERED,7f2bcd0a5fe,5,PAID,4586,B,San Jose,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Los Angeles, California, United States","Dallas, Texas, United States",17/12/2021,24/12/2021,08/02/2022,18/02/2022,18/02/2022,16/02/2022
2189723,10560,2002,DELIVERED,d4bddb316cf,5,PAID,5734,D,New York,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Long Beach, California, United States","Dallas, Texas, United States",10/08/2021,22/08/2021,12/09/2021,17/09/2021,17/09/2021,17/09/2021
2189725,27294,3140,DELIVERED,24ee39b5b0b,5,PAID,5092,B,San Jose,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Los Angeles, California, United States","Dallas, Texas, United States",17/12/2021,23/12/2021,08/02/2022,18/02/2022,19/02/2022,16/02/2022
2189730,378,4558,DELIVERED,7f4db144386,5,PAID,5470,A,Birmingham,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Cai Mep, Tinh Ba Ria-Vung Tau, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",04/12/2021,12/12/2021,17/01/2022,23/01/2022,26/01/2022,24/01/2022
2189731,731,2515,DELIVERED,2b89144ccda,5,PAID,4619,B,San Jose,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",10/01/2022,10/01/2022,07/02/2022,22/02/2022,26/02/2022,18/02/2022
2189732,3364,763,DELIVERED,8c450f68fc9,5,PAID,5473,C,Boston,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",12/01/2022,20/01/2022,11/04/2022,,28/04/2022,18/02/2022
2189734,9211,477,DELIVERED,6af47e7af81,15,PAID,5554,B,San Jose,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",25/12/2021,29/12/2021,07/02/2022,20/02/2022,24/02/2022,18/02/2022
2189735,25651,5739,DELIVERED,5b6a7829a1a,5,PAID,4506,D,New York,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Los Angeles, California, United States","Dallas, Texas, United States",11/01/2022,15/01/2022,,05/03/2022,09/03/2022,18/02/2022
2189738,27682,3600,DELIVERED,4cecc9ad32f,5,PAID,4460,B,San Jose,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Los Angeles, California, United States","Dallas, Texas, United States",08/01/2022,08/01/2022,,14/02/2022,15/02/2022,14/02/2022
2189740,140,2678,DELIVERED,a326770c843,5,PAID,4704,A,Birmingham,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Los Angeles, California, United States","Dallas, Texas, United States",08/01/2022,08/01/2022,,18/02/2022,19/02/2022,18/02/2022
2189742,24358,1597,DELIVERED,845e03b3ab8,5,PAID,5294,B,San Jose,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Los Angeles, California, United States","Dallas, Texas, United States",07/05/2021,10/05/2021,03/06/2021,11/06/2021,15/06/2021,28/06/2021
2189744,25989,1793,DELIVERED,0f613288a15,5,PAID,5818,C,Boston,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Ho Chi Minh City, Ho Chi Minh City, Vietnam","Los Angeles, California, United States","Dallas, Texas, United States",17/04/2021,17/04/2021,,09/07/2021,13/07/2021,15/07/2021
2189745,6675,693,DELIVERED,167d8d82af0,5,PAID,5545,B,San Jose,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Ho Chi Minh City, Ho Chi Minh City, Vietnam","Los Angeles, California, United States","Dallas, Texas, United States",11/05/2021,11/05/2021,,12/07/2021,16/07/2021,15/07/2021
2189750,378,2019,DELIVERED,a021a62cdc7,15,PAID,5432,D,New York,"Qingdao, Shandong Sheng, China","Qingdao, Shandong Sheng, China","Kaohsiung, Kaohsiung, Taiwan","Kaohsiung, Kaohsiung, Taiwan",16/10/2020,18/10/2020,25/10/2020,27/10/2020,11/11/2020,28/05/2021
2189751,14136,4735,DELIVERED,1af8ebf2c22,5,PAID,4999,B,San Jose,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",05/06/2021,05/06/2021,23/06/2021,,10/07/2021,08/07/2021
2189752,26233,4148,DELIVERED,ff27fc4feb6,5,PAID,4881,A,Birmingham,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Houston, Texas, United States","Houston, Texas, United States",19/06/2021,19/06/2021,,26/07/2021,30/07/2021,03/08/2021
2189753,5623,2846,DELIVERED,a6b3028a09d,5,PAID,5065,B,San Jose,"Dallas, Texas, United States","Los Angeles, California, United States","Hong Kong, Central and Western District, Hong Kong","Hong Kong, Central and Western District, Hong Kong",04/06/2021,11/07/2021,07/08/2021,07/08/2021,24/08/2021,11/06/2021
2189754,18754,1164,DELIVERED,df4216f211d,5,PAID,4895,C,Boston,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Gainesville, Texas, United States",23/04/2021,07/05/2021,22/05/2021,08/06/2021,12/06/2021,09/06/2021
2189755,31054,1176,DELIVERED,1f75692d25c,5,PAID,5183,B,San Jose,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Long Beach, California, United States","Gainesville, Texas, United States",11/04/2021,17/04/2021,05/05/2021,01/06/2021,05/06/2021,09/06/2021
2189756,26557,3287,DELIVERED,67418112669,5,PAID,9843,D,New York,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",18/05/2021,21/05/2021,06/07/2021,24/07/2021,28/07/2021,26/07/2021
2189757,12893,4267,DELIVERED,a10c582fd94,13,PAID,5670,B,San Jose,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Los Angeles, California, United States","Dallas, Texas, United States",21/03/2021,29/03/2021,16/05/2021,26/05/2021,30/05/2021,15/06/2021
2189758,,6876764,DELIVERED,1711a372fa2,3,PAID,4975,A,Birmingham,"Newark, New Jersey, United States",,,,20/07/2021,20/07/2021,,,,22/07/2021
2189760,,6876764,DELIVERED,f6904a4c50d,5,PAID,4888,B,San Jose,,,,,,,,,,
2189761,23842,2390,DELIVERED,d381805d105,5,PAID,4363,C,Boston,,,,,,,,,,
2189765,26609,4147,DELIVERED,325da45ac25,13,PAID,5430,B,San Jose,"Chattogram, Chittagong, Bangladesh","Chattogram, Chittagong, Bangladesh","Los Angeles, California, United States","Dallas, Texas, United States",07/03/2021,06/03/2021,26/04/2021,11/05/2021,11/05/2021,06/05/2021
2189766,28565,3542,DELIVERED,cce4d2e8798,5,PAID,4065,D,New York,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Long Beach, California, United States","Gainesville, Texas, United States",18/04/2021,23/04/2021,13/05/2021,03/06/2021,07/06/2021,15/06/2021
2189771,,6876764,DELIVERED,d342d1f4be0,5,PAID,4447,B,San Jose,"Long Beach, California, United States","Long Beach, California, United States","Kaohsiung, Kaohsiung, Taiwan","Taoyuan, , Taiwan",26/06/2021,26/06/2021,11/07/2021,,28/07/2021,29/06/2021
2189772,7783,3696,DELIVERED,9510464cd9d,5,PAID,5580,A,Birmingham,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Cai Mep, Tinh Ba Ria-Vung Tau, Vietnam","Los Angeles, California, United States","Dallas, Texas, United States",23/05/2021,30/05/2021,07/07/2021,29/07/2021,02/08/2021,30/07/2021
2189776,345,4035,DELIVERED,ad521a4e55a,15,PAID,4519,B,San Jose,,"Acajutla, Departamento de Sonsonate, El Salvador","Seattle, Washington, United States",,24/02/2021,24/02/2021,12/05/2021,,,21/04/2021
2189777,14334,2504,DELIVERED,3f189e531f5,5,PAID,5555,C,Boston,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Los Angeles, California, United States","Dallas, Texas, United States",02/04/2021,09/04/2021,30/04/2021,04/05/2021,08/05/2021,21/04/2021
2189778,16993,914,DELIVERED,1b5b96aebec,5,PAID,5832,B,San Jose,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",12/03/2021,16/03/2021,04/04/2021,10/04/2021,14/04/2021,21/04/2021
2189781,29686,565,DELIVERED,d4ebfb4cc2e,5,PAID,4275,D,New York,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Hamburg, Free and Hanseatic City of Hamburg, Germany","Hamburg, Free and Hanseatic City of Hamburg, Germany",06/07/2021,06/07/2021,11/08/2021,,28/08/2021,08/07/2021
2189783,31126,2455,DELIVERED,e77abf5091b,5,PAID,5891,B,San Jose,"Shekou, Guangdong Sheng, China","Shekou, Guangdong Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",06/06/2021,10/06/2021,28/07/2021,28/07/2021,14/08/2021,16/08/2021
2189784,7896,3785,DELIVERED,b4c0dfb187e,15,PAID,5341,A,Birmingham,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",18/05/2021,19/05/2021,29/06/2021,26/07/2021,30/07/2021,29/06/2021
2189787,16496,3409,DELIVERED,ad8d4192e0e,5,PAID,4534,B,San Jose,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Long Beach, California, United States","Los Angeles, California, United States",24/09/2020,25/09/2020,20/10/2020,28/10/2020,01/11/2020,09/06/2021
2189788,11487,654,DELIVERED,2eb52b4b9a9,5,PAID,5864,C,Boston,,,,,,,,,,15/07/2021
2189790,303,4505,DELIVERED,7a1acf92f45,5,PAID,4115,B,San Jose,"Chattogram, Chittagong, Bangladesh","Chattogram, Chittagong, Bangladesh","Los Angeles, California, United States","Gainesville, Texas, United States",31/03/2021,05/04/2021,20/05/2021,26/05/2021,26/05/2021,15/07/2021
2189791,3478,627,DELIVERED,1df32424c83,5,PAID,4084,D,New York,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",18/05/2021,19/05/2021,16/07/2021,15/07/2021,02/08/2021,22/07/2021
2189794,28341,949,DELIVERED,e66998f5a24,5,PAID,4813,B,San Jose,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",03/05/2021,16/05/2021,02/06/2021,13/07/2021,17/07/2021,15/07/2021
2189795,31460,2026,DELIVERED,9d055f43fbb,5,PAID,5068,A,Birmingham,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Vancouver, British Columbia, Canada",,25/06/2021,30/06/2021,19/07/2021,,05/08/2021,08/07/2021
2189796,202,1155,DELIVERED,3c588ad1e49,5,PAID,5746,B,San Jose,"Tianjin Xin Gang, Tianjin Shi, China","Tianjin Xin Gang, Tianjin Shi, China","Los Angeles, California, United States","Dallas, Texas, United States",22/05/2021,25/05/2021,22/07/2021,20/07/2021,08/08/2021,26/07/2021
2189807,5435,6312,DELIVERED,103d621ffeb,5,PAID,10018,C,Boston,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Cai Mep, Tinh Ba Ria-Vung Tau, Vietnam","Long Beach, California, United States","Gainesville, Texas, United States",22/05/2021,27/05/2021,23/06/2021,06/07/2021,10/07/2021,12/08/2021
2189808,357,2393,DELIVERED,043323e4e32,21,PAID,4407,B,San Jose,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",18/05/2021,21/05/2021,17/07/2021,15/07/2021,03/08/2021,22/07/2021
2189811,4400,1361,DELIVERED,a137996d18b,5,PAID,5866,D,New York,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",18/05/2021,19/05/2021,29/06/2021,12/07/2021,16/07/2021,29/06/2021
2189813,23842,4701,DELIVERED,c426bc6b90f,5,PAID,4636,B,San Jose,"Long Beach, California, United States","Long Beach, California, United States","Kaohsiung, Kaohsiung, Taiwan","Taoyuan, , Taiwan",21/06/2021,29/06/2021,14/07/2021,15/07/2021,31/07/2021,29/06/2021
2189814,14136,5294,DELIVERED,0da5140f13f,5,PAID,4799,A,Birmingham,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",18/05/2021,21/05/2021,16/07/2021,13/07/2021,02/08/2021,17/08/2021
2189815,26052,2350,DELIVERED,13119a6604f,5,PAID,4908,B,San Jose,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Los Angeles, California, United States","Dallas, Texas, United States",07/05/2021,08/05/2021,04/06/2021,,21/06/2021,28/05/2021
2189818,11756,3830,DELIVERED,ee75079d338,5,PAID,5095,C,Boston,"Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Ho Chi Minh City, Ho Chi Minh City, Vietnam",,,23/06/2021,25/06/2021,,,,29/06/2021
2189820,9231,454,DELIVERED,3b8eee5db30,15,PAID,4067,B,San Jose,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",13/04/2021,13/04/2021,05/05/2021,,22/05/2021,11/06/2021
2189821,7868,1038,DELIVERED,14dfd8328b9,5,PAID,5851,D,New York,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",18/05/2021,19/05/2021,16/07/2021,13/07/2021,02/08/2021,26/07/2021
2189823,10927,4515,DELIVERED,b1d973e3ac7,5,PAID,5755,B,San Jose,"Dallas, Texas, United States","Houston, Texas, United States","Santos, Sao Paulo, Brazil","Santos, Sao Paulo, Brazil",30/06/2021,20/07/2021,05/08/2021,05/08/2021,22/08/2021,26/07/2021
2189824,3884,3586,DELIVERED,7e71150b0f3,5,PAID,4723,A,Birmingham,"Nansha, Guangdong Sheng, China","Nansha, Guangdong Sheng, China","Long Beach, California, United States","Gainesville, Texas, United States",12/06/2021,05/07/2021,29/07/2021,12/08/2021,12/08/2021,24/08/2021
2189828,5403,794,DELIVERED,544b74d1b54,10,PAID,5716,B,San Jose,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",17/07/2021,27/07/2021,16/08/2021,25/08/2021,26/08/2021,25/08/2021
2189829,26986,1921,DELIVERED,0a760e34695,5,PAID,4273,C,Boston,,,,,,,,,09/11/2021,
2189830,28180,3350,DELIVERED,f7e944aad0b,5,PAID,5024,B,San Jose,,,,,,,,,,
2189837,760,2016,DELIVERED,79fb7bba35c,5,PAID,4715,D,New York,,,,,,,,,04/11/2021,
2189838,20495,4003,DELIVERED,68ddc554620,5,PAID,5482,B,San Jose,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",18/05/2021,19/05/2021,19/07/2021,16/07/2021,05/08/2021,22/07/2021
2189839,10066,387,DELIVERED,66fea34ab1b,5,PAID,9692,A,Birmingham,"Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Ho Chi Minh City, Ho Chi Minh City, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",30/05/2021,31/05/2021,22/07/2021,19/07/2021,08/08/2021,30/07/2021
2189841,26467,3966,DELIVERED,25044217a57,5,PAID,4569,B,San Jose,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Cai Mep, Tinh Ba Ria-Vung Tau, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",26/03/2021,01/04/2021,04/05/2021,09/06/2021,13/06/2021,08/07/2021
